"city","year","grid_id","grid_x","grid_y","retail_records","occupied_count","vacant_count","unknown_count","known_occupation_count","vacancy_rate"
"Birmingham",2025,"Birmingham_399250_277250",399250,277250,4,3,1,0,4,0.25
"Birmingham",2016,"Birmingham_4e+05_277250",4e+05,277250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_4e+05_277250",4e+05,277250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_4e+05_277250",4e+05,277250,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_4e+05_277250",4e+05,277250,2,1,0,1,1,0
"Birmingham",2016,"Birmingham_400500_277250",400500,277250,9,6,1,2,7,0.142857142857143
"Birmingham",2019,"Birmingham_400500_277250",400500,277250,7,6,0,1,6,0
"Birmingham",2022,"Birmingham_400500_277250",400500,277250,7,6,0,1,6,0
"Birmingham",2025,"Birmingham_400500_277250",400500,277250,7,6,0,1,6,0
"Birmingham",2019,"Birmingham_400750_277250",400750,277250,3,2,0,1,2,0
"Birmingham",2022,"Birmingham_400750_277250",400750,277250,4,1,0,3,1,0
"Birmingham",2025,"Birmingham_400750_277250",400750,277250,4,1,0,3,1,0
"Birmingham",2016,"Birmingham_401000_277250",401000,277250,24,9,3,12,12,0.25
"Birmingham",2019,"Birmingham_401000_277250",401000,277250,29,24,3,2,27,0.111111111111111
"Birmingham",2022,"Birmingham_401000_277250",401000,277250,32,24,4,4,28,0.142857142857143
"Birmingham",2025,"Birmingham_401000_277250",401000,277250,26,17,0,9,17,0
"Birmingham",2016,"Birmingham_401250_277250",401250,277250,11,6,0,5,6,0
"Birmingham",2019,"Birmingham_401250_277250",401250,277250,9,9,0,0,9,0
"Birmingham",2022,"Birmingham_401250_277250",401250,277250,10,9,0,1,9,0
"Birmingham",2025,"Birmingham_401250_277250",401250,277250,10,7,0,3,7,0
"Birmingham",2016,"Birmingham_401500_277250",401500,277250,4,2,0,2,2,0
"Birmingham",2019,"Birmingham_401500_277250",401500,277250,3,3,0,0,3,0
"Birmingham",2022,"Birmingham_401500_277250",401500,277250,3,2,0,1,2,0
"Birmingham",2025,"Birmingham_401500_277250",401500,277250,3,1,0,2,1,0
"Birmingham",2016,"Birmingham_401750_277250",401750,277250,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_401750_277250",401750,277250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_401750_277250",401750,277250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_401750_277250",401750,277250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_402750_277250",402750,277250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_402750_277250",402750,277250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_402750_277250",402750,277250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_403000_277250",403000,277250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_403000_277250",403000,277250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_403000_277250",403000,277250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_403000_277250",403000,277250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_403750_277250",403750,277250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_403750_277250",403750,277250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_403750_277250",403750,277250,1,0,0,1,0,NA
"Birmingham",2025,"Birmingham_403750_277250",403750,277250,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_404250_277250",404250,277250,10,5,1,4,6,0.166666666666667
"Birmingham",2019,"Birmingham_404250_277250",404250,277250,9,8,1,0,9,0.111111111111111
"Birmingham",2022,"Birmingham_404250_277250",404250,277250,10,10,0,0,10,0
"Birmingham",2025,"Birmingham_404250_277250",404250,277250,8,6,0,2,6,0
"Birmingham",2016,"Birmingham_398750_277500",398750,277500,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_398750_277500",398750,277500,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_398750_277500",398750,277500,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_398750_277500",398750,277500,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_399250_277500",399250,277500,2,1,0,1,1,0
"Birmingham",2019,"Birmingham_399250_277500",399250,277500,2,2,0,0,2,0
"Birmingham",2022,"Birmingham_399250_277500",399250,277500,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_399250_277500",399250,277500,2,1,0,1,1,0
"Birmingham",2016,"Birmingham_399500_277500",399500,277500,3,1,0,2,1,0
"Birmingham",2019,"Birmingham_399500_277500",399500,277500,3,3,0,0,3,0
"Birmingham",2022,"Birmingham_399500_277500",399500,277500,3,3,0,0,3,0
"Birmingham",2025,"Birmingham_399500_277500",399500,277500,3,2,0,1,2,0
"Birmingham",2016,"Birmingham_4e+05_277500",4e+05,277500,9,5,0,4,5,0
"Birmingham",2019,"Birmingham_4e+05_277500",4e+05,277500,7,7,0,0,7,0
"Birmingham",2022,"Birmingham_4e+05_277500",4e+05,277500,8,6,1,1,7,0.142857142857143
"Birmingham",2025,"Birmingham_4e+05_277500",4e+05,277500,7,4,1,2,5,0.2
"Birmingham",2016,"Birmingham_400250_277500",400250,277500,22,12,1,9,13,0.0769230769230769
"Birmingham",2019,"Birmingham_400250_277500",400250,277500,19,17,0,2,17,0
"Birmingham",2022,"Birmingham_400250_277500",400250,277500,20,14,2,4,16,0.125
"Birmingham",2025,"Birmingham_400250_277500",400250,277500,19,8,1,10,9,0.111111111111111
"Birmingham",2016,"Birmingham_401250_277500",401250,277500,8,1,0,7,1,0
"Birmingham",2019,"Birmingham_401250_277500",401250,277500,6,5,0,1,5,0
"Birmingham",2022,"Birmingham_401250_277500",401250,277500,6,2,0,4,2,0
"Birmingham",2025,"Birmingham_401250_277500",401250,277500,5,0,0,5,0,NA
"Birmingham",2016,"Birmingham_402250_277500",402250,277500,20,5,3,12,8,0.375
"Birmingham",2019,"Birmingham_402250_277500",402250,277500,17,10,6,1,16,0.375
"Birmingham",2022,"Birmingham_402250_277500",402250,277500,17,17,0,0,17,0
"Birmingham",2025,"Birmingham_402250_277500",402250,277500,17,7,0,10,7,0
"Birmingham",2016,"Birmingham_402750_277500",402750,277500,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_402750_277500",402750,277500,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_402750_277500",402750,277500,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_402750_277500",402750,277500,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_403500_277500",403500,277500,10,6,0,4,6,0
"Birmingham",2019,"Birmingham_403500_277500",403500,277500,9,9,0,0,9,0
"Birmingham",2022,"Birmingham_403500_277500",403500,277500,9,8,0,1,8,0
"Birmingham",2025,"Birmingham_403500_277500",403500,277500,9,4,0,5,4,0
"Birmingham",2016,"Birmingham_404750_277500",404750,277500,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_404750_277500",404750,277500,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_404750_277500",404750,277500,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_404750_277500",404750,277500,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_399500_277750",399500,277750,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_399500_277750",399500,277750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_399500_277750",399500,277750,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_399500_277750",399500,277750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_400750_277750",400750,277750,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_400750_277750",400750,277750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_400750_277750",400750,277750,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_400750_277750",400750,277750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_401000_277750",401000,277750,4,4,0,0,4,0
"Birmingham",2019,"Birmingham_401000_277750",401000,277750,4,4,0,0,4,0
"Birmingham",2022,"Birmingham_401000_277750",401000,277750,5,3,1,1,4,0.25
"Birmingham",2025,"Birmingham_401000_277750",401000,277750,4,3,0,1,3,0
"Birmingham",2016,"Birmingham_401250_277750",401250,277750,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_401250_277750",401250,277750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_401250_277750",401250,277750,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_401250_277750",401250,277750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_401500_277750",401500,277750,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_402250_277750",402250,277750,2,0,2,0,2,1
"Birmingham",2019,"Birmingham_402250_277750",402250,277750,2,1,1,0,2,0.5
"Birmingham",2022,"Birmingham_402250_277750",402250,277750,2,0,1,1,1,1
"Birmingham",2025,"Birmingham_402250_277750",402250,277750,2,0,0,2,0,NA
"Birmingham",2016,"Birmingham_402500_277750",402500,277750,2,1,0,1,1,0
"Birmingham",2019,"Birmingham_402500_277750",402500,277750,2,2,0,0,2,0
"Birmingham",2022,"Birmingham_402500_277750",402500,277750,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_402500_277750",402500,277750,2,0,0,2,0,NA
"Birmingham",2016,"Birmingham_402750_277750",402750,277750,33,17,2,14,19,0.105263157894737
"Birmingham",2019,"Birmingham_402750_277750",402750,277750,29,25,2,2,27,0.0740740740740741
"Birmingham",2022,"Birmingham_402750_277750",402750,277750,29,26,0,3,26,0
"Birmingham",2025,"Birmingham_402750_277750",402750,277750,27,15,0,12,15,0
"Birmingham",2016,"Birmingham_403500_277750",403500,277750,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_403500_277750",403500,277750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_403500_277750",403500,277750,4,1,0,3,1,0
"Birmingham",2025,"Birmingham_403500_277750",403500,277750,3,1,0,2,1,0
"Birmingham",2016,"Birmingham_403750_277750",403750,277750,2,1,0,1,1,0
"Birmingham",2019,"Birmingham_403750_277750",403750,277750,2,2,0,0,2,0
"Birmingham",2022,"Birmingham_403750_277750",403750,277750,4,3,0,1,3,0
"Birmingham",2025,"Birmingham_403750_277750",403750,277750,3,1,0,2,1,0
"Birmingham",2016,"Birmingham_404250_277750",404250,277750,6,0,0,6,0,NA
"Birmingham",2019,"Birmingham_404250_277750",404250,277750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_404250_277750",404250,277750,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_404250_277750",404250,277750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_398750_278000",398750,278000,1,0,1,0,1,1
"Birmingham",2019,"Birmingham_398750_278000",398750,278000,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_398750_278000",398750,278000,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_399250_278000",399250,278000,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_402000_278000",402000,278000,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_402000_278000",402000,278000,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_402000_278000",402000,278000,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_402000_278000",402000,278000,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_402750_278000",402750,278000,9,2,5,2,7,0.714285714285714
"Birmingham",2022,"Birmingham_402750_278000",402750,278000,9,3,6,0,9,0.666666666666667
"Birmingham",2016,"Birmingham_403500_278000",403500,278000,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_403500_278000",403500,278000,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_403500_278000",403500,278000,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_403500_278000",403500,278000,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_405000_278000",405000,278000,13,8,2,3,10,0.2
"Birmingham",2019,"Birmingham_405000_278000",405000,278000,13,9,2,2,11,0.181818181818182
"Birmingham",2022,"Birmingham_405000_278000",405000,278000,13,7,1,5,8,0.125
"Birmingham",2025,"Birmingham_405000_278000",405000,278000,13,6,0,7,6,0
"Birmingham",2016,"Birmingham_398250_278250",398250,278250,3,3,0,0,3,0
"Birmingham",2019,"Birmingham_398250_278250",398250,278250,3,2,1,0,3,0.333333333333333
"Birmingham",2022,"Birmingham_398250_278250",398250,278250,3,2,1,0,3,0.333333333333333
"Birmingham",2025,"Birmingham_398250_278250",398250,278250,3,0,0,3,0,NA
"Birmingham",2016,"Birmingham_398750_278250",398750,278250,11,7,0,4,7,0
"Birmingham",2019,"Birmingham_398750_278250",398750,278250,10,10,0,0,10,0
"Birmingham",2022,"Birmingham_398750_278250",398750,278250,10,9,1,0,10,0.1
"Birmingham",2025,"Birmingham_398750_278250",398750,278250,10,5,0,5,5,0
"Birmingham",2016,"Birmingham_399750_278250",399750,278250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_399750_278250",399750,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_399750_278250",399750,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_399750_278250",399750,278250,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_4e+05_278250",4e+05,278250,2,1,0,1,1,0
"Birmingham",2019,"Birmingham_4e+05_278250",4e+05,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_4e+05_278250",4e+05,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_4e+05_278250",4e+05,278250,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_401250_278250",401250,278250,18,10,0,8,10,0
"Birmingham",2019,"Birmingham_401250_278250",401250,278250,17,14,2,1,16,0.125
"Birmingham",2022,"Birmingham_401250_278250",401250,278250,17,14,1,2,15,0.0666666666666667
"Birmingham",2025,"Birmingham_401250_278250",401250,278250,16,9,0,7,9,0
"Birmingham",2016,"Birmingham_401750_278250",401750,278250,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_401750_278250",401750,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_401750_278250",401750,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_401750_278250",401750,278250,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_402000_278250",402000,278250,5,4,1,0,5,0.2
"Birmingham",2019,"Birmingham_402000_278250",402000,278250,5,4,0,1,4,0
"Birmingham",2022,"Birmingham_402000_278250",402000,278250,5,3,0,2,3,0
"Birmingham",2025,"Birmingham_402000_278250",402000,278250,5,1,0,4,1,0
"Birmingham",2016,"Birmingham_402250_278250",402250,278250,4,3,0,1,3,0
"Birmingham",2019,"Birmingham_402250_278250",402250,278250,4,4,0,0,4,0
"Birmingham",2022,"Birmingham_402250_278250",402250,278250,4,3,0,1,3,0
"Birmingham",2025,"Birmingham_402250_278250",402250,278250,4,2,0,2,2,0
"Birmingham",2019,"Birmingham_405000_278250",405000,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_405000_278250",405000,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_405000_278250",405000,278250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_405500_278250",405500,278250,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_405500_278250",405500,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_405500_278250",405500,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_405500_278250",405500,278250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_407000_278250",407000,278250,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_407000_278250",407000,278250,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_407000_278250",407000,278250,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_407000_278250",407000,278250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_407750_278250",407750,278250,3,2,0,1,2,0
"Birmingham",2019,"Birmingham_407750_278250",407750,278250,2,2,0,0,2,0
"Birmingham",2022,"Birmingham_407750_278250",407750,278250,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_407750_278250",407750,278250,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_400500_278500",400500,278500,3,2,0,1,2,0
"Birmingham",2019,"Birmingham_400500_278500",400500,278500,3,3,0,0,3,0
"Birmingham",2022,"Birmingham_400500_278500",400500,278500,3,2,0,1,2,0
"Birmingham",2025,"Birmingham_400500_278500",400500,278500,3,2,0,1,2,0
"Birmingham",2016,"Birmingham_401500_278500",401500,278500,35,23,2,10,25,0.08
"Birmingham",2019,"Birmingham_401500_278500",401500,278500,31,28,1,2,29,0.0344827586206897
"Birmingham",2022,"Birmingham_401500_278500",401500,278500,31,21,3,7,24,0.125
"Birmingham",2025,"Birmingham_401500_278500",401500,278500,31,13,0,18,13,0
"Birmingham",2016,"Birmingham_403750_278500",403750,278500,4,3,0,1,3,0
"Birmingham",2019,"Birmingham_403750_278500",403750,278500,4,3,0,1,3,0
"Birmingham",2022,"Birmingham_403750_278500",403750,278500,4,2,1,1,3,0.333333333333333
"Birmingham",2025,"Birmingham_403750_278500",403750,278500,4,1,0,3,1,0
"Birmingham",2016,"Birmingham_404750_278500",404750,278500,2,1,0,1,1,0
"Birmingham",2019,"Birmingham_404750_278500",404750,278500,3,2,0,1,2,0
"Birmingham",2022,"Birmingham_404750_278500",404750,278500,2,1,0,1,1,0
"Birmingham",2025,"Birmingham_404750_278500",404750,278500,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_406250_278500",406250,278500,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_406250_278500",406250,278500,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_406250_278500",406250,278500,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_406250_278500",406250,278500,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_406750_278500",406750,278500,8,6,0,2,6,0
"Birmingham",2019,"Birmingham_406750_278500",406750,278500,6,6,0,0,6,0
"Birmingham",2022,"Birmingham_406750_278500",406750,278500,7,6,0,1,6,0
"Birmingham",2025,"Birmingham_406750_278500",406750,278500,6,5,0,1,5,0
"Birmingham",2016,"Birmingham_407250_278500",407250,278500,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_407250_278500",407250,278500,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_407250_278500",407250,278500,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_407500_278500",407500,278500,1,0,0,1,0,NA
"Birmingham",2022,"Birmingham_407500_278500",407500,278500,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_407500_278500",407500,278500,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_407750_278500",407750,278500,23,11,0,12,11,0
"Birmingham",2019,"Birmingham_407750_278500",407750,278500,27,20,0,7,20,0
"Birmingham",2022,"Birmingham_407750_278500",407750,278500,29,22,0,7,22,0
"Birmingham",2025,"Birmingham_407750_278500",407750,278500,26,15,0,11,15,0
"Birmingham",2016,"Birmingham_408250_278500",408250,278500,7,4,0,3,4,0
"Birmingham",2019,"Birmingham_408250_278500",408250,278500,7,6,0,1,6,0
"Birmingham",2022,"Birmingham_408250_278500",408250,278500,7,5,0,2,5,0
"Birmingham",2025,"Birmingham_408250_278500",408250,278500,7,2,0,5,2,0
"Birmingham",2016,"Birmingham_399250_278750",399250,278750,1,1,0,0,1,0
"Birmingham",2019,"Birmingham_399250_278750",399250,278750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_399250_278750",399250,278750,1,0,0,1,0,NA
"Birmingham",2025,"Birmingham_399250_278750",399250,278750,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_399750_278750",399750,278750,4,3,0,1,3,0
"Birmingham",2019,"Birmingham_399750_278750",399750,278750,4,4,0,0,4,0
"Birmingham",2022,"Birmingham_399750_278750",399750,278750,4,4,0,0,4,0
"Birmingham",2025,"Birmingham_399750_278750",399750,278750,4,3,0,1,3,0
"Birmingham",2016,"Birmingham_400250_278750",400250,278750,13,6,1,6,7,0.142857142857143
"Birmingham",2019,"Birmingham_400250_278750",400250,278750,10,8,1,1,9,0.111111111111111
"Birmingham",2022,"Birmingham_400250_278750",400250,278750,10,8,1,1,9,0.111111111111111
"Birmingham",2025,"Birmingham_400250_278750",400250,278750,8,7,0,1,7,0
"Birmingham",2016,"Birmingham_401500_278750",401500,278750,3,1,0,2,1,0
"Birmingham",2019,"Birmingham_401500_278750",401500,278750,3,1,0,2,1,0
"Birmingham",2022,"Birmingham_401500_278750",401500,278750,3,1,0,2,1,0
"Birmingham",2025,"Birmingham_401500_278750",401500,278750,3,0,0,3,0,NA
"Birmingham",2016,"Birmingham_402250_278750",402250,278750,5,5,0,0,5,0
"Birmingham",2019,"Birmingham_402250_278750",402250,278750,5,5,0,0,5,0
"Birmingham",2022,"Birmingham_402250_278750",402250,278750,6,6,0,0,6,0
"Birmingham",2025,"Birmingham_402250_278750",402250,278750,5,4,0,1,4,0
"Birmingham",2016,"Birmingham_402500_278750",402500,278750,21,9,1,11,10,0.1
"Birmingham",2019,"Birmingham_402500_278750",402500,278750,15,13,0,2,13,0
"Birmingham",2022,"Birmingham_402500_278750",402500,278750,17,15,0,2,15,0
"Birmingham",2025,"Birmingham_402500_278750",402500,278750,15,12,0,3,12,0
"Birmingham",2016,"Birmingham_402750_278750",402750,278750,3,1,0,2,1,0
"Birmingham",2019,"Birmingham_402750_278750",402750,278750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_402750_278750",402750,278750,2,2,0,0,2,0
"Birmingham",2025,"Birmingham_402750_278750",402750,278750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_404750_278750",404750,278750,43,22,4,17,26,0.153846153846154
"Birmingham",2019,"Birmingham_404750_278750",404750,278750,43,35,2,6,37,0.0540540540540541
"Birmingham",2022,"Birmingham_404750_278750",404750,278750,44,33,2,9,35,0.0571428571428571
"Birmingham",2025,"Birmingham_404750_278750",404750,278750,40,17,0,23,17,0
"Birmingham",2016,"Birmingham_405000_278750",405000,278750,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_405000_278750",405000,278750,1,0,1,0,1,1
"Birmingham",2022,"Birmingham_405000_278750",405000,278750,2,0,1,1,1,1
"Birmingham",2025,"Birmingham_405000_278750",405000,278750,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_405250_278750",405250,278750,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_405250_278750",405250,278750,1,0,0,1,0,NA
"Birmingham",2022,"Birmingham_405250_278750",405250,278750,1,0,0,1,0,NA
"Birmingham",2025,"Birmingham_405250_278750",405250,278750,1,0,0,1,0,NA
"Birmingham",2016,"Birmingham_405500_278750",405500,278750,5,3,0,2,3,0
"Birmingham",2019,"Birmingham_405500_278750",405500,278750,5,4,0,1,4,0
"Birmingham",2022,"Birmingham_405500_278750",405500,278750,5,3,0,2,3,0
"Birmingham",2025,"Birmingham_405500_278750",405500,278750,5,4,0,1,4,0
"Birmingham",2016,"Birmingham_406250_278750",406250,278750,1,0,0,1,0,NA
"Birmingham",2019,"Birmingham_406250_278750",406250,278750,1,1,0,0,1,0
"Birmingham",2022,"Birmingham_406250_278750",406250,278750,1,1,0,0,1,0
"Birmingham",2025,"Birmingham_406250_278750",406250,278750,1,1,0,0,1,0
"Birmingham",2016,"Birmingham_407250_278750",407250,278750,1,0,0,1,0,NA
